Order ID,Customer ID,Order Date,Order Time,Item Serial,Box Type,Delivery Region,Distance (miles),,
1098205,422881,03/06/2022,16:24,62322,Small,South West,163,,
1098206,308041,03/06/2022,19:40,03444,Small,North East,177,,
1098207,277008,03/06/2022,22:02,59419,Small,South East,65,,
1098208,673391,04/06/2022,05:31,75899,Large,South Wales,235,,
1098209,218941,04/06/2022,10:55,04624,Small,South East,58,,
1098210,103222,04/06/2022,12:23,43134,Small,South East,49,,
1098211,199511,04/06/2022,15:43,45369,Small,Greater London,40,,
1098212,816366,04/06/2022,19:24,63166,Small,East Midlands,83,,
1098213,389664,04/06/2022,22:39,65040,Small,Greater London,35,,
1098214,103222,05/06/2022,00:51,75329,Large,West Midlands,100,,
1098215,120788,05/06/2022,04:38,68124,Small,Greater London,47,,
1098216,562186,05/06/2022,05:07,97504,Large,South East,43,,
1098217,666869,05/06/2022,11:36,56485,Small,South Wales,230,,
1098218,978903,05/06/2022,19:12,85031,Large,Greater London,42,,
1098219,941836,06/06/2022,01:14,01399,Small,Greater London,19,,
1098220,527239,06/06/2022,05:51,55610,Small,South East,64,,
1098221,540560,06/06/2022,06:07,16062,Small,South East,75,,
1098222,606026,06/06/2022,12:17,69293,Small,Greater London,36,,
1098223,869807,06/06/2022,15:44,40532,Small,South Wales,220,,
1098224,846355,06/06/2022,19:33,29269,Small,Greater London,20,,
1098225,701337,07/06/2022,00:48,94932,Large,South East,46,,
1098226,240216,07/06/2022,05:30,01937,Small,East Midlands,116,,
1098227,104011,07/06/2022,08:03,27353,Small,East Midlands,72,,
1098228,103222,07/06/2022,14:51,03744,Small,Greater London,14,,
1098229,796818,07/06/2022,22:42,04032,Small,South West,110,,
1098230,905072,08/06/2022,03:17,18939,Small,Greater London,28,,
1098231,150029,08/06/2022,03:51,37398,Small,South Wales,219,,
1098232,406616,08/06/2022,10:59,64257,Small,Greater London,17,,
1098233,138658,08/06/2022,17:01,89401,Large,South West,204,,
1098234,745279,08/06/2022,18:34,67175,Small,South East,70,,
1098235,200755,08/06/2022,22:49,14265,Small,Greater London,18,,
1098236,619018,09/06/2022,03:48,74109,Small,East Midlands,95,,
1098237,276143,09/06/2022,07:42,76948,Large,North East,254,,
1098238,103222,09/06/2022,08:31,06369,Small,South West,260,,
1098239,962796,09/06/2022,10:11,99643,Large,South East,59,,
1098240,989069,09/06/2022,17:18,23295,Small,Greater London,30,,
1098241,798737,10/06/2022,00:06,47957,Small,West Midlands,91,,
1098242,142230,10/06/2022,06:21,32881,Small,South West,260,,
1098243,187793,10/06/2022,11:50,78315,Large,South Wales,191,,
1098244,618547,10/06/2022,19:19,52101,Small,South East,50,,
1098245,738188,10/06/2022,21:29,46716,Small,South West,276,,
1098246,854861,11/06/2022,01:26,86670,Large,South East,69,,
1098247,681308,11/06/2022,02:26,25056,Small,Greater London,30,,
1098248,703697,11/06/2022,09:13,66857,Small,South East,66,,
1098249,103222,11/06/2022,10:17,49401,Small,Greater London,43,,
1098250,327117,11/06/2022,17:55,25761,Small,South East,71,,
1098251,946925,11/06/2022,19:23,31164,Small,East Midlands,66,,
1098252,888411,11/06/2022,20:17,00334,Small,South Wales,182,,
1098253,542998,12/06/2022,03:44,01991,Small,South West,78,,
1098254,557995,12/06/2022,08:19,64116,Small,Greater London,27,,
1098255,359109,12/06/2022,09:00,62389,Small,Greater London,32,,
1098256,916169,12/06/2022,09:33,01424,Small,Greater London,25,,
1098257,263102,12/06/2022,14:21,76243,Large,Greater London,9,,
1098258,180731,12/06/2022,19:18,95477,Large,East Midlands,109,,
1098259,663034,12/06/2022,21:13,91891,Large,Greater London,11,,
1098260,991326,13/06/2022,03:54,98655,Large,Greater London,34,,
1098261,997725,13/06/2022,05:23,84767,Large,North East,216,,
1098262,583929,13/06/2022,11:25,53680,Small,Greater London,36,,
1098263,433964,13/06/2022,16:35,35394,Small,Greater London,17,,
1098264,186060,13/06/2022,17:31,64565,Small,West Midlands,120,,
1098265,618153,13/06/2022,21:47,89944,Large,South West,176,,
1098266,286016,14/06/2022,00:06,37047,Small,South East,80,,
1098267,495609,14/06/2022,02:17,30195,Small,Greater London,31,,
1098268,791993,14/06/2022,07:22,93506,Large,North East,239,,
1098269,630150,14/06/2022,08:48,39156,Small,South West,107,,
1098270,522281,14/06/2022,14:41,03011,Small,Greater London,11,,
1098271,530697,14/06/2022,20:41,03051,Small,South Wales,204,,
1098272,442099,15/06/2022,04:36,75968,Large,Greater London,45,,
1098273,832986,15/06/2022,11:28,30685,Small,Greater London,19,,
1098274,123962,15/06/2022,12:21,23071,Small,South West,234,,
1098275,104011,15/06/2022,15:28,04917,Small,South West,100,,
1098276,319492,15/06/2022,18:04,13790,Small,South West,225,,
1098277,368184,15/06/2022,20:08,87497,Large,Greater London,19,,
1098278,982134,15/06/2022,23:50,48849,Small,South East,45,,
1098279,657476,16/06/2022,01:24,14176,Small,Greater London,27,,
1098280,908490,16/06/2022,04:45,98949,Large,North East,179,,
1098281,372160,16/06/2022,10:09,34656,Small,East Midlands,40,,
1098282,234131,16/06/2022,17:33,31464,Small,South West,196,,
1098283,478089,16/06/2022,17:49,19879,Small,Greater London,24,,
1098284,685602,16/06/2022,21:39,62600,Small,South West,269,,
1098285,404586,17/06/2022,05:13,35544,Small,Greater London,15,,
1098286,369401,17/06/2022,09:31,68587,Small,South West,115,,
1098287,697195,17/06/2022,17:07,34675,Small,East Midlands,44,,
1098288,631758,17/06/2022,21:34,10192,Small,South West,151,,
1098289,232591,18/06/2022,02:47,41847,Small,West Midlands,136,,
1098290,463927,18/06/2022,05:01,06931,Small,West Midlands,118,,
1098291,938179,18/06/2022,10:39,70772,Small,Greater London,41,,
1098292,497139,18/06/2022,15:01,50944,Small,West Midlands,128,,
1098293,138125,18/06/2022,18:10,64357,Small,Greater London,45,,
1098294,622727,18/06/2022,20:51,32862,Small,Greater London,50,,
1098295,651419,19/06/2022,00:09,44751,Small,South Wales,191,,
1098296,376043,19/06/2022,06:48,48732,Small,South East,43,,
1098297,887227,19/06/2022,11:45,36421,Small,South East,46,,
1098298,317762,19/06/2022,14:55,46229,Small,North Wales,237,,
1098299,724636,19/06/2022,16:46,90584,Large,South Wales,225,,
1098300,506557,19/06/2022,20:57,55315,Small,Greater London,6,,
1098301,297461,19/06/2022,21:20,49746,Small,Greater London,15,,
1098302,536955,20/06/2022,05:14,33164,Small,South Wales,154,,
1098303,430882,20/06/2022,09:17,14151,Small,North East,226,,
1098304,411584,20/06/2022,16:57,75724,Large,West Midlands,96,,
1098305,917399,21/06/2022,00:32,67844,Small,South West,50,,
1098306,104011,21/06/2022,03:26,17641,Small,South East,70,,
1098307,244985,21/06/2022,03:48,83853,Large,South West,205,,
1098308,103222,21/06/2022,11:12,86825,Large,West Midlands,106,,
1098309,932118,21/06/2022,17:54,15215,Small,South East,66,,
1098310,153014,21/06/2022,23:51,44025,Small,South West,272,,
1098311,867876,21/06/2022,23:57,99848,Large,West Midlands,93,,
1098312,928848,22/06/2022,01:30,73448,Small,North East,206,,
1098313,519655,22/06/2022,08:23,35690,Small,South East,46,,
1098314,366177,22/06/2022,13:10,93818,Large,West Midlands,99,,
1098315,265983,22/06/2022,16:46,71345,Small,Greater London,12,,
1098316,271541,22/06/2022,18:27,60204,Small,North East,279,,
1098317,535525,23/06/2022,01:53,15674,Small,Greater London,15,,
1098318,113053,23/06/2022,08:50,18842,Small,South West,116,,
1098319,814328,23/06/2022,16:39,94623,Large,South Wales,165,,
1098320,205090,23/06/2022,19:25,06408,Small,West Midlands,88,,
1098321,439994,23/06/2022,22:03,64694,Small,East Midlands,40,,
1098322,518578,24/06/2022,03:28,22180,Small,Greater London,23,,
1098323,959590,24/06/2022,07:09,58012,Small,Greater London,39,,
1098324,743123,24/06/2022,11:12,77149,Large,South West,214,,
1098325,563513,24/06/2022,17:32,33184,Small,Greater London,42,,
1098326,104011,25/06/2022,00:31,52699,Small,Greater London,42,,
1098327,468642,25/06/2022,07:25,02829,Small,Greater London,38,,
1098328,104011,25/06/2022,11:03,77851,Large,South East,51,,
1098329,326742,25/06/2022,17:49,33823,Small,South East,51,,
1098330,260366,25/06/2022,20:05,76121,Large,Greater London,15,,
1098331,175638,25/06/2022,23:37,29069,Small,South West,54,,
1098332,498628,26/06/2022,03:09,24156,Small,Greater London,5,,
1098333,500293,26/06/2022,06:01,92516,Large,Greater London,39,,
1098334,704996,26/06/2022,10:30,27042,Small,Greater London,31,,
1098335,946369,26/06/2022,14:13,47558,Small,Greater London,16,,
1098336,929409,26/06/2022,18:48,25394,Small,North East,255,,
1098337,144126,26/06/2022,22:55,89065,Large,North Wales,246,,
1098338,533785,27/06/2022,00:12,94555,Large,South East,63,,
1098339,151707,27/06/2022,01:50,21372,Small,Greater London,19,,
1098340,173242,27/06/2022,04:39,08215,Small,Greater London,36,,
1098341,850769,27/06/2022,11:26,79250,Large,Greater London,27,,
1098342,192393,27/06/2022,17:44,13398,Small,South East,78,,
1098343,783352,28/06/2022,01:20,12683,Small,East Midlands,54,,
1098344,481290,28/06/2022,08:01,79225,Large,South West,162,,
1098345,619488,28/06/2022,10:01,01892,Small,Greater London,19,,
1098346,201082,28/06/2022,17:05,18222,Small,Greater London,34,,
1098347,926693,28/06/2022,23:50,38317,Small,West Midlands,85,,
1098348,791531,29/06/2022,05:48,24494,Small,North East,208,,
1098349,104172,29/06/2022,13:14,32904,Small,East Midlands,95,,
1098350,663396,29/06/2022,14:43,47421,Small,South East,53,,
1098351,845121,29/06/2022,22:30,95879,Large,Greater London,27,,
1098352,904064,30/06/2022,06:21,16391,Small,South West,79,,
1098353,865851,30/06/2022,13:37,69239,Small,Greater London,19,,
1098354,961403,30/06/2022,14:33,63032,Small,Greater London,48,,
1098355,245211,30/06/2022,16:39,25212,Small,South East,46,,
1098356,316395,30/06/2022,18:45,09803,Small,Greater London,31,,
1098357,226058,30/06/2022,21:04,61385,Small,East Midlands,119,,
1098358,976645,01/07/2022,00:00,29435,Small,Greater London,44,,
1098359,231943,01/07/2022,05:59,84064,Large,Greater London,12,,
1098360,777577,01/07/2022,11:47,29237,Small,South East,44,,
1098361,323378,01/07/2022,18:17,30706,Small,Greater London,16,,
1098362,503462,02/07/2022,00:09,13033,Small,South West,120,,
1098363,169041,02/07/2022,02:21,11227,Small,Greater London,35,,
1098364,233797,02/07/2022,03:11,84659,Large,South East,59,,
1098365,770333,02/07/2022,05:49,06165,Small,Greater London,21,,
1098366,544060,02/07/2022,12:58,22586,Small,North East,252,,
1098367,684917,02/07/2022,18:10,87707,Large,Greater London,30,,
1098368,257727,02/07/2022,23:46,62196,Small,East Midlands,120,,
1098369,562000,03/07/2022,01:05,30175,Small,South West,251,,
1098370,104011,03/07/2022,08:04,73626,Small,Greater London,27,,
1098371,152029,03/07/2022,12:04,21434,Small,Greater London,11,,
1098372,573219,03/07/2022,12:16,14938,Small,South Wales,213,,
1098373,867645,03/07/2022,14:46,15464,Small,Greater London,9,,
1098374,733594,03/07/2022,17:52,63153,Small,Greater London,25,,
1098375,357791,03/07/2022,19:31,39457,Small,South East,55,,
1098376,988114,03/07/2022,20:51,44277,Small,South East,64,,
1098377,357290,03/07/2022,22:45,37163,Small,Greater London,50,,
1098378,195019,04/07/2022,00:19,48079,Small,Greater London,45,,
1098379,746736,04/07/2022,07:52,30785,Small,South East,79,,
1098380,745215,04/07/2022,10:44,09024,Small,North Wales,216,,
1098381,104011,04/07/2022,18:26,70451,Small,Greater London,16,,
1098382,686238,04/07/2022,22:52,47711,Small,Greater London,47,,
1098383,391661,05/07/2022,00:41,66243,Small,North Wales,239,,
1098384,786592,05/07/2022,06:54,46930,Small,North East,250,,
1098385,257807,05/07/2022,09:22,76675,Large,Greater London,24,,
1098386,998842,05/07/2022,10:59,67097,Small,West Midlands,95,,
1098387,104011,05/07/2022,17:43,25640,Small,North East,235,,
1098388,666359,06/07/2022,00:45,48791,Small,South East,72,,
1098389,104011,06/07/2022,07:07,13713,Small,South East,57,,
1098390,181824,06/07/2022,09:55,91666,Large,South West,255,,
1098391,708154,06/07/2022,13:38,55694,Small,South East,74,,
1098392,516557,06/07/2022,18:45,00897,Small,South West,231,,
1098393,502366,06/07/2022,20:25,88891,Large,West Midlands,134,,
1098394,380648,07/07/2022,02:41,22610,Small,South East,76,,
1098395,818219,07/07/2022,05:31,11666,Small,South West,200,,
1098396,749347,07/07/2022,12:43,01171,Small,Greater London,14,,
1098397,831294,07/07/2022,14:16,94157,Large,Greater London,18,,
1098398,499296,07/07/2022,22:13,25237,Small,South East,66,,
1098399,223255,08/07/2022,00:24,67948,Small,South East,56,,
1098400,377459,08/07/2022,05:34,46801,Small,South East,76,,
1098401,142058,08/07/2022,13:18,67340,Small,South East,64,,
1098402,970308,08/07/2022,18:48,98418,Large,Greater London,8,,
1098403,539467,08/07/2022,23:24,91584,Large,North East,230,,
1098404,475138,09/07/2022,04:36,25668,Small,Greater London,5,,
1098405,100131,09/07/2022,10:47,06145,Small,Greater London,30,,
1098406,567828,09/07/2022,13:14,40375,Small,South West,300,,
1098407,984842,09/07/2022,14:36,48962,Small,Greater London,31,,
1098408,452493,09/07/2022,18:53,33959,Small,South Wales,217,,
1098409,861996,09/07/2022,22:14,91029,Large,East Midlands,102,,
1098410,264544,10/07/2022,02:01,20500,Small,East Midlands,98,,
1098411,764610,10/07/2022,08:21,65167,Small,South Wales,220,,
1098412,362090,10/07/2022,14:26,01103,Small,Greater London,10,,
1098413,496566,10/07/2022,18:08,02843,Small,South West,214,,
1098414,209624,11/07/2022,00:24,56595,Small,South East,61,,
1098415,871735,11/07/2022,05:24,95940,Large,South Wales,186,,
1098416,802321,11/07/2022,11:41,02927,Small,South East,70,,
1098417,100131,11/07/2022,16:23,22099,Small,North Wales,201,,
1098418,282942,11/07/2022,16:59,66305,Small,North Wales,197,,
1098419,934236,11/07/2022,18:13,80462,Large,Greater London,13,,
1098420,323434,11/07/2022,18:51,45877,Small,South Wales,224,,
1098421,214793,12/07/2022,01:23,25159,Small,Greater London,22,,
1098422,447259,12/07/2022,09:21,77342,Large,East Midlands,109,,
1098423,930735,12/07/2022,14:52,40205,Small,South East,78,,
1098424,743053,12/07/2022,19:08,41305,Small,East Midlands,74,,
1098425,960992,12/07/2022,23:20,53907,Small,South Wales,235,,
1098426,104011,13/07/2022,01:44,37076,Small,East Midlands,64,,
1098427,190569,13/07/2022,04:43,34517,Small,East Midlands,117,,
1098428,129820,13/07/2022,10:35,54415,Small,South Wales,234,,
1098429,969533,13/07/2022,11:50,34419,Small,South West,119,,
1098430,480670,13/07/2022,19:35,70746,Small,West Midlands,151,,
1098431,104011,13/07/2022,23:27,03829,Small,South East,75,,
1098432,789181,14/07/2022,05:37,39858,Small,East Midlands,76,,
1098433,611761,14/07/2022,08:43,56214,Small,West Midlands,152,,
1098434,413996,14/07/2022,10:17,48807,Small,East Midlands,48,,
1098435,840521,14/07/2022,13:41,34262,Small,South East,67,,
1098436,827475,14/07/2022,14:17,65785,Small,East Midlands,107,,
1098437,432477,14/07/2022,18:17,20102,Small,South Wales,228,,
1098438,103222,14/07/2022,23:20,94454,Large,East Midlands,40,,
1098439,350617,14/07/2022,23:28,92820,Large,South West,200,,
1098440,103222,15/07/2022,01:34,36464,Small,South West,121,,
1098441,139181,15/07/2022,07:35,23919,Small,South East,76,,
1098442,791030,15/07/2022,15:21,18609,Small,South West,215,,
1098443,786844,15/07/2022,18:01,64518,Small,North East,231,,
1098444,635101,15/07/2022,20:21,38092,Small,South East,80,,
1098445,191520,15/07/2022,21:29,62861,Small,South East,55,,
1098446,289197,16/07/2022,00:26,44448,Small,Greater London,50,,
1098447,587615,16/07/2022,02:50,74691,Small,South West,139,,
1098448,692504,16/07/2022,10:02,50178,Small,South West,196,,
1098449,834373,16/07/2022,11:15,89906,Large,South West,203,,
1098450,103222,16/07/2022,14:25,69134,Small,South West,130,,
1098451,100111,16/07/2022,18:07,86432,Large,West Midlands,148,,
1098452,750237,16/07/2022,19:42,79179,Large,South East,46,,
1098453,871998,17/07/2022,01:24,82482,Large,Greater London,43,,
1098454,272721,17/07/2022,04:11,01056,Small,Greater London,11,,
1098455,100131,17/07/2022,10:37,77347,Large,Greater London,37,,
1098456,817835,17/07/2022,12:55,87022,Large,South West,200,,
1098457,495023,17/07/2022,19:11,62406,Small,South East,52,,
1098458,940301,17/07/2022,23:36,24580,Small,Greater London,28,,
1098459,410232,18/07/2022,05:16,70213,Small,Greater London,42,,
1098460,461543,18/07/2022,06:44,14409,Small,East Midlands,102,,
1098461,103965,18/07/2022,09:37,18343,Small,Greater London,15,,
1098462,552925,18/07/2022,11:17,34085,Small,South East,62,,
1098463,170769,18/07/2022,17:54,25097,Small,South West,149,,
1098464,284093,19/07/2022,01:12,89495,Large,Greater London,24,,
1098465,762288,19/07/2022,04:01,98257,Large,South East,59,,
1098466,942392,19/07/2022,10:43,73392,Small,North East,188,,
1098467,380805,19/07/2022,18:06,27181,Small,South West,298,,
1098468,648915,19/07/2022,23:59,91780,Large,South East,49,,
1098469,410722,20/07/2022,01:58,43832,Small,South East,75,,
1098470,487754,20/07/2022,09:29,08155,Small,South West,192,,
1098471,375742,20/07/2022,11:37,65911,Small,Greater London,17,,
1098472,386756,20/07/2022,19:37,08490,Small,South West,286,,
1098473,103222,20/07/2022,21:48,49875,Small,South Wales,191,,
1098474,346486,21/07/2022,05:09,14544,Small,Greater London,6,,
1098475,920722,21/07/2022,05:20,38632,Small,South East,48,,
1098476,100131,21/07/2022,06:17,90250,Large,East Midlands,115,,
1098477,103222,21/07/2022,10:00,33110,Small,North Wales,207,,
1098478,646185,21/07/2022,14:04,37214,Small,South West,140,,
1098479,877967,21/07/2022,14:30,85340,Large,Greater London,21,,
1098480,118969,21/07/2022,17:24,14451,Small,Greater London,37,,
1098481,544980,21/07/2022,18:16,43413,Small,South Wales,210,,
1098482,517348,21/07/2022,23:41,27792,Small,Greater London,7,,
1098483,494803,22/07/2022,07:30,88168,Large,East Midlands,65,,
1098484,278436,22/07/2022,15:11,43738,Small,South East,72,,
1098485,218366,22/07/2022,21:28,94687,Large,Greater London,16,,
1098486,470185,23/07/2022,00:40,15181,Small,South East,71,,
1098487,538655,23/07/2022,04:11,21061,Small,Greater London,29,,
1098488,103222,23/07/2022,11:36,12845,Small,South East,75,,
1098489,256714,23/07/2022,19:34,09932,Small,Greater London,33,,
1098490,104011,24/07/2022,01:49,97322,Large,Greater London,6,,
1098491,777446,24/07/2022,07:54,04365,Small,South East,79,,
1098492,263369,24/07/2022,10:57,38412,Small,Greater London,17,,
1098493,813543,24/07/2022,18:19,29085,Small,Greater London,6,,
1098494,154738,24/07/2022,21:12,28357,Small,South East,55,,
1098495,271096,25/07/2022,03:56,04909,Small,Greater London,25,,
1098496,710062,25/07/2022,07:58,84138,Large,North Wales,239,,
1098497,611521,25/07/2022,14:38,31790,Small,Greater London,46,,
1098498,517028,25/07/2022,22:06,53170,Small,Greater London,27,,
1098499,582737,26/07/2022,02:38,21789,Small,East Midlands,100,,
1098500,202863,26/07/2022,04:57,90604,Large,South West,113,,
1098501,381197,26/07/2022,08:12,16595,Small,South West,208,,
1098502,108813,26/07/2022,11:03,26895,Small,West Midlands,114,,
1098503,433294,26/07/2022,11:11,32242,Small,Greater London,17,,
1098504,765260,26/07/2022,19:01,52378,Small,South East,72,,
1098505,182421,26/07/2022,22:32,63818,Small,Greater London,5,,
1098506,973601,27/07/2022,05:04,41234,Small,North Wales,205,,
1098507,103222,27/07/2022,11:01,57483,Small,South East,76,,
1098508,922291,27/07/2022,18:21,47105,Small,Greater London,39,,
1098509,145874,27/07/2022,18:33,70060,Small,South Wales,166,,
1098510,831109,28/07/2022,00:03,70958,Small,North East,227,,
1098511,627275,28/07/2022,03:25,24223,Small,Greater London,31,,
1098512,452232,28/07/2022,05:47,64949,Small,North East,243,,
1098513,953305,28/07/2022,08:36,24252,Small,South East,72,,
1098514,100131,28/07/2022,16:33,06121,Small,Greater London,11,,
1098515,971192,28/07/2022,22:19,95952,Large,South Wales,203,,
1098516,103222,29/07/2022,05:27,10211,Small,South East,47,,
1098517,759656,29/07/2022,08:46,01549,Small,Greater London,6,,
1098518,479209,29/07/2022,10:01,64065,Small,North Wales,258,,
1098519,465330,29/07/2022,14:32,13906,Small,East Midlands,45,,
1098520,961296,29/07/2022,20:50,24439,Small,Greater London,8,,
1098521,631161,29/07/2022,21:48,19048,Small,South West,203,,
1098522,104011,29/07/2022,23:57,95586,Large,Greater London,37,,
1098523,902501,30/07/2022,01:33,09817,Small,North East,265,,
1098524,188654,30/07/2022,03:10,99023,Large,North East,179,,
1098525,807844,30/07/2022,03:46,85014,Large,South East,61,,
1098526,673722,30/07/2022,07:21,10591,Small,North East,292,,
1098527,187227,30/07/2022,09:17,68336,Small,Greater London,29,,
1098528,924383,30/07/2022,09:49,69523,Small,East Midlands,43,,
1098529,362074,30/07/2022,12:18,66455,Small,Greater London,26,,
1098530,984428,30/07/2022,19:50,59957,Small,Greater London,10,,
1098531,190970,30/07/2022,20:18,25304,Small,Greater London,38,,
1098532,798738,30/07/2022,23:07,37194,Small,Greater London,12,,
1098533,765862,31/07/2022,03:48,64661,Small,North East,294,,
1098534,104011,31/07/2022,06:06,75855,Large,South West,251,,
1098535,630202,31/07/2022,11:59,91242,Large,South West,271,,
1098536,509698,31/07/2022,15:07,58404,Small,North East,246,,
1098537,940939,31/07/2022,20:32,85909,Large,South East,71,,
1098538,847873,01/08/2022,04:20,07641,Small,South East,64,,
1098539,537667,01/08/2022,04:22,06853,Small,South West,278,,
1098540,398615,01/08/2022,11:38,77503,Large,South East,56,,
1098541,390149,01/08/2022,17:27,12722,Small,South East,78,,
1098542,253616,01/08/2022,22:56,16821,Small,South Wales,249,,
1098543,233983,01/08/2022,23:32,42622,Small,South West,66,,
1098544,592327,02/08/2022,07:13,25998,Small,South East,57,,
1098545,120798,02/08/2022,09:25,56024,Small,South East,58,,
1098546,521511,02/08/2022,11:34,95647,Large,Greater London,45,,
1098547,822951,02/08/2022,18:58,53044,Small,South East,49,,
1098548,278129,02/08/2022,22:05,62399,Small,Greater London,6,,
1098549,270260,03/08/2022,04:42,22593,Small,South East,40,,
1098550,745063,03/08/2022,07:50,94240,Large,South West,300,,
1098551,669173,03/08/2022,11:54,91237,Large,South West,192,,
1098552,103222,03/08/2022,16:12,97901,Large,South Wales,222,,
1098553,868205,03/08/2022,22:52,26653,Small,East Midlands,49,,
1098554,814566,04/08/2022,06:16,64037,Small,South East,53,,
1098555,308177,04/08/2022,14:05,87554,Large,West Midlands,142,,
1098556,822532,04/08/2022,18:54,47868,Small,North East,182,,
1098557,495835,04/08/2022,21:59,61429,Small,South East,51,,
1098558,886514,05/08/2022,00:47,33676,Small,South Wales,236,,
1098559,295045,05/08/2022,02:55,42569,Small,South East,44,,
1098560,227422,05/08/2022,08:11,87240,Large,North East,206,,
1098561,103969,05/08/2022,10:30,49690,Small,South East,65,,
1098562,232984,05/08/2022,10:38,76187,Large,East Midlands,71,,
1098563,757809,05/08/2022,13:57,39887,Small,South East,48,,
1098564,331144,05/08/2022,20:43,59178,Small,South East,45,,
1098565,103222,06/08/2022,02:49,05378,Small,Greater London,28,,
1098566,456012,06/08/2022,10:39,98756,Large,Greater London,18,,
1098567,641901,06/08/2022,15:00,46477,Small,East Midlands,91,,
1098568,518392,06/08/2022,19:07,93590,Large,South Wales,214,,
1098569,667580,06/08/2022,20:28,11332,Small,Greater London,29,,
1098570,586453,07/08/2022,00:27,88267,Large,South West,105,,
1098571,321603,07/08/2022,03:45,79308,Large,South Wales,187,,
1098572,984187,07/08/2022,05:08,43586,Small,Greater London,43,,
1098573,849835,07/08/2022,12:50,91466,Large,South East,64,,
1098574,798088,07/08/2022,15:14,18632,Small,South East,50,,
1098575,491885,07/08/2022,19:03,82121,Large,South West,137,,
1098576,261001,07/08/2022,22:30,73788,Small,Greater London,8,,
1098577,160383,08/08/2022,00:05,32540,Small,Greater London,42,,
1098578,333472,08/08/2022,05:19,02359,Small,South West,289,,
1098579,669753,08/08/2022,07:53,63718,Small,Greater London,10,,
1098580,103222,08/08/2022,11:21,59011,Small,South West,146,,
1098581,621853,08/08/2022,13:46,20083,Small,Greater London,36,,
1098582,870547,08/08/2022,15:05,35819,Small,Greater London,18,,
1098583,272398,08/08/2022,21:27,72687,Small,Greater London,34,,
1098584,239229,09/08/2022,00:05,62224,Small,West Midlands,80,,
1098585,302382,09/08/2022,05:41,55545,Small,South East,77,,
1098586,591894,09/08/2022,07:10,68998,Small,Greater London,11,,
1098587,288186,09/08/2022,11:20,87068,Large,East Midlands,51,,
1098588,332223,09/08/2022,18:04,86493,Large,South East,44,,
1098589,103796,09/08/2022,23:52,27381,Small,East Midlands,43,,
1098590,760421,10/08/2022,05:40,63347,Small,Greater London,9,,
1098591,289900,10/08/2022,09:04,79819,Large,South Wales,247,,
1098592,616704,10/08/2022,10:05,29089,Small,North Wales,179,,
1098593,478027,10/08/2022,16:57,18304,Small,Greater London,38,,
1098594,855017,10/08/2022,21:52,50784,Small,South Wales,239,,
1098595,100131,10/08/2022,22:30,69455,Small,Greater London,6,,
1098596,588583,11/08/2022,02:51,38767,Small,South Wales,231,,
1098597,723563,11/08/2022,04:49,52314,Small,South East,73,,
1098598,495076,11/08/2022,08:25,05867,Small,West Midlands,154,,
1098599,127224,11/08/2022,11:49,84845,Large,South West,111,,
1098600,104011,11/08/2022,16:31,44765,Small,South West,206,,
1098601,482997,11/08/2022,19:43,38602,Small,Greater London,41,,
1098602,100131,11/08/2022,22:32,38799,Small,Greater London,27,,
1098603,809847,12/08/2022,00:04,54670,Small,East Midlands,120,,
1098604,920516,12/08/2022,04:02,25116,Small,Greater London,15,,
1098605,103222,12/08/2022,10:35,94472,Large,East Midlands,112,,
1098606,103222,12/08/2022,17:57,49964,Small,Greater London,49,,
1098607,236564,12/08/2022,22:19,18162,Small,South East,67,,
1098608,903649,13/08/2022,02:06,44106,Small,Greater London,28,,
1098609,623494,13/08/2022,06:20,98314,Large,South East,79,,
1098610,103222,13/08/2022,06:28,72142,Small,South East,78,,
1098611,671466,13/08/2022,11:14,96790,Large,South Wales,194,,
1098612,221544,13/08/2022,14:55,73939,Small,Greater London,29,,
1098613,990198,13/08/2022,22:37,12796,Small,South East,68,,
1098614,822948,14/08/2022,02:47,19476,Small,South East,45,,
1098615,773078,14/08/2022,07:56,26159,Small,Greater London,24,,
1098616,206414,14/08/2022,10:35,54904,Small,South West,92,,
1098617,900267,14/08/2022,15:14,62027,Small,South West,104,,
1098618,737452,14/08/2022,22:04,99038,Large,Greater London,6,,
1098619,669471,14/08/2022,23:46,13661,Small,North East,173,,
1098620,335138,15/08/2022,03:08,11866,Small,West Midlands,99,,
1098621,103222,15/08/2022,05:07,27893,Small,North East,175,,
1098622,468596,15/08/2022,07:32,60657,Small,South East,61,,
1098623,641178,15/08/2022,11:19,95070,Large,South West,133,,
1098624,565632,15/08/2022,15:02,75832,Large,South West,236,,
1098625,556771,15/08/2022,18:26,09170,Small,West Midlands,97,,
1098626,271400,15/08/2022,23:23,47082,Small,South East,56,,
1098627,810515,16/08/2022,07:07,98858,Large,South East,41,,
1098628,217665,16/08/2022,13:29,37551,Small,Greater London,7,,
1098629,958254,16/08/2022,19:22,43770,Small,South East,77,,
1098630,112944,17/08/2022,00:02,66086,Small,Greater London,13,,
1098631,103222,17/08/2022,01:47,64854,Small,Greater London,46,,
1098632,777018,17/08/2022,05:53,47418,Small,Greater London,49,,
1098633,100131,17/08/2022,13:13,39654,Small,South West,137,,
1098634,148972,17/08/2022,16:55,53383,Small,South East,61,,
1098635,100131,17/08/2022,19:51,09951,Small,North East,211,,
1098636,518489,17/08/2022,21:04,85292,Large,Greater London,8,,
